Company/Brand,HeadQuarter,Sector,What it does,Amount($),Funding Year
goEgoNetwork,Pune,Commerce,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2000000.0,2021
Probus,Delhi,I.T & Engineering,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",500000.0,2021
DrinkPrime,Bangalore,Commerce,India's Smartest Water Purifiers and are redefining water purifier ownership.,1000000.0,2021
Smart Express,Mumbai,Logistics & Supply Chain,India’s Most Innovative and Awarded Express Logistics Company.,10000000.0,2021
Smallcase,Bangalore,Financial,Smallcase is a new way to invest in the stock markets.,40000000.0,2021
SATYA MicroCapital,Delhi,Financial,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,10000000.0,2021
Snack Amor,Mumbai,Food/Culnary,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",10.0,2021
Postman,Bangalore,I.T & Engineering,Postman is the collaboration platform for API development.,225000000.0,2021
Hashnode,Bangalore,I.T & Engineering,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,6700000.0,2021
RACEnergy,Hyderabad,Commerce,RACEnergy is working to power the future of mobility through clean and efficient technologies.,1300000.0,2021
BharatPe,Delhi,Financial,The vision to make financial inclusion a reality for Indian merchants.,20000000.0,2021
Gyde,Pune,I.T & Engineering,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",250000.0,2021
BatteryPool,Pune,Commerce,Building the Operating System for managing Electric Vehicles in fleets.,10.0,2021
AgNext,Chandigarh,Agriculture,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",21000000.0,2021
Xpresslane,Bangalore,I.T & Engineering,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",400000.0,2021
LoanKuber,Delhi,Financial,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,1200000.0,2021
OYO,Gurgaon,Hospitality,OYO is a global travel tech company that connects its patrons and guests.,5000000.0,2021
Rapido,Bangalore,I.T & Engineering,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,52000000.0,2021
YPay,Noida,Financial,YPay Card is the new way to manage money.,400000.0,2021
SleepyCat,Mumbai,Commerce,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,3800000.0,2021
Ultrahuman,Bangalore,Health,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,17500000.0,2021
UpScalio,Gurgaon,Commerce,"UpScalio is India’s next generation, data-driven consumer goods company.",42000000.0,2021
Yellow Class,Gurgaon,I.T & Engineering,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",6000000.0,2021
Yojak,Gurgaon,Commerce,India’s first B2B online marketplace for building material.,3800000.0,2021
CreatorStack,Bangalore,I.T & Engineering,Helping creators globally to engage deeply with their fans and communities,2000000.0,2021
Expertrons,Mumbai,I.T & Engineering,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2300000.0,2021
Rage Coffee,Delhi,Food/Culnary,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",5000000.0,2021
Klub,Bangalore,Financial,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,20000000.0,2021
Navia Life Care,Delhi,Health,Navia Life Care is a health technlogy company with a special focus on patient care.,1000000.0,2021
1K Kirana Bazaar,Gurgaon,Services,India's First and Largest Network of Small-Town Kirana Stores,7000000.0,2021
Zupee,Gurgaon,I.T & Engineering,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",30000000.0,2021
Locale.ai,Bangalore,Services,Location Analytics for Companies With Moving Assets and Ground Operations.,1000000.0,2021
VerSe Innovation,Bangalore,Health,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",450000000.0,2021
MetroRide,Bangalore,Logistics & Supply Chain,"Urban Mobility Affordable, Punctual & Sustainable.",10.0,2021
Miko,Mumbai,Commerce,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",28000000.0,2021
Whiz League,Delhi,I.T & Engineering,Revolutionizing learning experience that goes beyond academia,300000.0,2021
Hash,Delhi,Commerce,Hash is a new startup in consumer goods.,3500000.0,2021
Unacademy,Bangalore,I.T & Engineering,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,10.0,2021
Log 9 Materials,Bangalore,I.T & Engineering,Log9 Materials is on a mission to make global energy 100% clean.,8500000.0,2021
upGrad,Mumbai,I.T & Engineering,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",25000000.0,2021
FlashPrep,Bangalore,I.T & Engineering,FlashPrep is the smart way to master learning.,500000.0,2021
Kenko Health,Mumbai,Financial,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",1700000.0,2021
Wiz Freight,Chennai,Logistics & Supply Chain,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",3500000.0,2021
Credgenics,Delhi,Financial,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,25000000.0,2021
BlueLearn,Goa,I.T & Engineering,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",400000.0,2021
NimbleBox.ai,Chennai,I.T & Engineering,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,1000000.0,2021
Pickrr,Gurgaon,Logistics & Supply Chain,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,12000000.0,2021
Stellaris Venture Partners,Bangalore,Financial,Early-stage tech VC in India.,225000000.0,2021
Grip Invest,Gurgaon,Financial,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",3000000.0,2021
Heads Up For Tails,Delhi,Commerce,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",37000000.0,2021
Blue Tokai Coffee Roasters,Delhi,Food/Culnary,"Source, roast, and brew India's best single-origin Arabica coffee.",2000000.0,2021
Neeman,Hyderabad,Commerce,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2000000.0,2021
BharatPe,Delhi,Financial,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",370000000.0,2021
GoSats,Bangalore,Financial,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,700000.0,2021
StockGro,Bangalore,Financial,Making Investment Social- India's First Social Trading Platform,5000000.0,2021
Onsurity,Bangalore,Health,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",16000000.0,2021
Khabri,Gurgaon,Health,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2000000.0,2021
Celcius,Mumbai,Logistics & Supply Chain,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,500000.0,2021
AyuRythm,Bangalore,Health,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,10.0,2021
Enguru,Bangalore,I.T & Engineering,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,10.0,2021
Rocket Skills,Gurgaon,I.T & Engineering,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,200000.0,2021
RenewBuy,Gurgaon,Financial,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",10000000.0,2021
Faarms,Bangalore,Agriculture,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2000000.0,2021
UrbanMatrix Technologies,Chennai,I.T & Engineering,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,100000.0,2021
Jupiter,Mumbai,Financial,"A digital banking experience that keeps pace with you, and helps master money too.",44000000.0,2021
Pixuate,Bangalore,I.T & Engineering,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",1000000.0,2021
Playo,Bangalore,Commerce,Playo is a one stop destination app for all things sports,500000.0,2021
Toothsi,Mumbai,Health,India’s first and largest at home smile makeover service using invisible aligners.,20000000.0,2021
Soothe Healthcare,Delhi,Commerce,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",10000000.0,2021
Goodmeetings,Bangalore,I.T & Engineering,AI-Based Platform Built Exclusively for Remote Selling,1700000.0,2021
Apnaklub,Bangalore,Commerce,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,3500000.0,2021
ChefKart,Gurgaon,Commerce,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",300000.0,2021
Fashinza,Gurgaon,Commerce,A new-age supply chain and product development platform for the fashion industry.,20000000.0,2021
Fabheads,Chennai,I.T & Engineering,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,10.0,2021
QuickShift,Pune,Logistics & Supply Chain,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",770000.0,2021
StackBOX,Bangalore,Logistics & Supply Chain,DISTRIBUTION SIMPLIFIED,1200000.0,2021
MedPrime Technologies,Thane,Health,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",10.0,2021
infra.market,Thane,Construction,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,125000000.0,2021
CollegeDekho,Gurgaon,Education,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",35000000.0,2021
BOX8,Mumbai,Food/Culnary,India's Largest Desi Meals Brand,40000000.0,2021
Simpl,Bangalore,Commerce,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",40000000.0,2021
8i Ventures,Mumbai,Financial,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,50000000.0,2021
PayGlocal,Bangalore,Financial,PayGlocal is a FinTech solving for global payments acceptance,4900000.0,2021
Curefit,Bangalore,Health,Tata Digital-backed Curefit,145000000.0,2021
Pocket FM,Bangalore,Health,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",22000000.0,2021
CHARGE+ZONE,Vadodara,Commerce,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,10000000.0,2021
PlanetSpark,Gurgaon,Education,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,13000000.0,2021
LenDenClub,Mumbai,Financial,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,10000000.0,2021
CometChat,Mumbai,I.T & Engineering,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",10000000.0,2021
AgroStar,Pune,Agriculture,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",70000000.0,2021
Bizongo,Mumbai,I.T & Engineering,Bizongo is India’s largest B2B platform for made-to-order products.,100000000.0,2021
Probus Insurance,Mumbai,Financial,Probus Insurance is a leading InsurTech platform in India.,6700000.0,2021
MoEngage,Bangalore,I.T & Engineering,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,30000000.0,2021
CloudSEK,Bangalore,I.T & Engineering,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,7000000.0,2021
Exponent Energy,Bangalore,Commerce,Simplifying energy for EVs by building a Flexible Energy Stack.,5000000.0,2021
Trinkerr,Bangalore,Services,Trinkerr is India's first social trading platform.,6600000.0,2021
Zorro,Gurgaon,Health,Pseudonymous social network platform,32000000.0,2021
Ultraviolette,Bangalore,Commerce,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,150000000.0,2021
NephroPlus,Hyderabad,Hospitality,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",24000000.0,2021
Unremot,Bangalore,I.T & Engineering,Unremot is a personal office for consultants!,700000.0,2021
FanAnywhere,Bangalore,Financial,Celebrity NFT platform,10.0,2021
PingoLearn,Pune,Education,PingoLearn offers language learning courses with snackable videos.,200000.0,2021
Spry,Mumbai,Health,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,1500000.0,2021
Enmovil,Hyderabad,I.T & Engineering,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,1300000.0,2021
ASQI Advisors,Mumbai,Financial,Bringing Blockchain technology intro mainstream finance!,1000000.0,2021
Insurance Samadhan,Delhi,Financial,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,725000.0,2021
Evenflow Brands,Mumbai,Commerce,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,500000.0,2021
MasterChow,Hauz Khas,Food/Culnary,A ready-to-cook Asian cuisine brand,461000.0,2021
Trinkerr,Bangalore,Services,Trinkerr is India's first social trading platform.,6600000.0,2021
Zorro,Gurgaon,Health,Pseudonymous social network platform,32000000.0,2021
Ultraviolette,Bangalore,Commerce,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,150000000.0,2021
NephroPlus,Hyderabad,Hospitality,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",24000000.0,2021
Unremot,Bangalore,I.T & Engineering,Unremot is a personal office for consultants!,700000.0,2021
FanAnywhere,Bangalore,Financial,Celebrity NFT platform,10.0,2021
PingoLearn,Pune,Education,PingoLearn offers language learning courses with snackable videos.,200000.0,2021
Spry,Mumbai,Health,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,1500000.0,2021
Enmovil,Hyderabad,I.T & Engineering,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,1300000.0,2021
ASQI Advisors,Mumbai,Financial,Bringing Blockchain technology intro mainstream finance!,1000000.0,2021
Insurance Samadhan,Delhi,Financial,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,725000.0,2021
Evenflow Brands,Mumbai,Commerce,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,500000.0,2021
MasterChow,Hauz Khas,Food/Culnary,A ready-to-cook Asian cuisine brand,461000.0,2021
Pristyn Care,Gurgaon,Hospitality,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,96000000.0,2021
Plix,Mumbai,Health,Plant-based nutraceutical firm,5000000.0,2021
Uni Cards,Bangalore,Financial,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",70000000.0,2021
Practically,Hyderabad,Education,An experiential learning app for grades 6th to 12th.,5000000.0,2021
Nestasia,Kolkata,Services,"Artisanal, Handmade, bio conscious crafts from South East Asia.",4000000.0,2021
Vedic Cosmeceuticals,Noida,Commerce,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,32000000.0,2021
Juspay,Bangalore,Financial,Enable frictionless payments for the billion Indians.,60000000.0,2021
TranZact,Mumbai,I.T & Engineering,A mission to digitize millions of Indian SMEs so they can grow better.,7000000.0,2021
Atomberg,Mumbai,Commerce,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,20000000.0,2021
Ola,Bangalore,Logistics & Supply Chain,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",500000000.0,2021
Mohalla Tech,Bangalore,Health,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",266000000.0,2021
Stack,Bangalore,Financial,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,4500000.0,2021
PropReturns,Mumbai,Real Estate,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,1200000.0,2021
WeSkill,Gurgaon,Education,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,4000000.0,2021
Fitpage,Mumbai,Health,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",300000.0,2021
ShopMyLooks,Noida,Health,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,200000.0,2021
ByteLearn,Noida,Education,AI powered teaching assistant for 100 Mn teachers across the world,9500000.0,2021
Dista,Pune,I.T & Engineering,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,1200000.0,2021
OfBusiness,Gurgaon,Financial,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",325000000.0,2021
Bizongo,Mumbai,Commerce,izongo is India’s largest B2B platform for made-to-order products.,100000000.0,2021
FRND,Bangalore,Health,FRND is an audio dating app for Bharat,6500000.0,2021
Metadome,Bangalore,I.T & Engineering,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",4000000.0,2021
Keka HR,Hyderabad,I.T & Engineering,Keka is a simple and intuitive HR software unlike the traditional HR systems.,1600000.0,2021
Flo Mobility,Bangalore,I.T & Engineering,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",400000.0,2021
Yodacart,Thane,Commerce,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,225000.0,2021
TheHouseMonk,Bangalore,Real Estate,A complete property management software platform for team&customers.,5000000.0,2021
Zepto,Bangalore,Commerce,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",100000000.0,2021
Sirona Hygiene,Delhi,Health,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",10000000.0,2021
Jumbotail,Bangalore,Commerce,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",85000000.0,2021
Captain Fresh,Bangalore,Logistics & Supply Chain,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,40000000.0,2021
Deciwood,Delhi,Commerce,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",200000.0,2021
Kohbee,Bangalore,Education,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",235000.0,2021
Perfora,Gurgaon,Commerce,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",260000.0,2021
Unbox Robotics,Pune,Logistics & Supply Chain,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,7000000.0,2021
Ninety One,Ahmedabad,Commerce,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",30000000.0,2021
Gobillion,Delhi,Commerce,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2900000.0,2021
RIPPLR,Bangalore,Logistics & Supply Chain,India’s first Plug-n-Play distribution ecosystem for brands,12000000.0,2021
SK Finance,Jaipur,Financial,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,53000000.0,2021
Eggoz,Gurgaon,Food/Culnary,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,3500000.0,2021
Fabriclore,Jaipur,Commerce,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",700000.0,2021
Veefin,Mumbai,I.T & Engineering,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",3000000.0,2021
Verandah,Mumbai,Commerce,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,1000000.0,2021
Karkinos Healthcare,Mumbai,Hospitality,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",10.0,2021
OWO Technologies,Gurgaon,Food/Culnary,An ecommerce startup offering online beverages and packaged drinking water,3000000.0,2021
EsportsXO,Bangalore,I.T & Engineering,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,1100000.0,2021
The Gourmet Jar,Noida,Food/Culnary,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",150000.0,2021
Zorgers,Mohali,Hospitality,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,10.0,2021
BangDB,Bangalore,I.T & Engineering,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,10.0,2021
Neobank Jupiter,Mumbai,Financial,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,86000000.0,2021
Skippi Ice Pops,Hyderabad,Food/Culnary,India's First Icepops Brand,130000.0,2021
Glii,Noida,Services,India’s finest dating companionship application,10000.0,2021
GlobalBees,Delhi,Commerce,Globalbees partners with entrepreneurs who have built an online-first business.,111000000.0,2021
Mamaearth,Gurgaon,Health,Baby and mother care brand,37000000.0,2021
SecureNow,Gurgaon,Financial,SecureNow is an award winning tech-enabled insurance intermediary.,6000000.0,2021
Vendor Infra,Gurgaon,Construction,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",265000.0,2021
Hakuna Matata,Chennai,I.T & Engineering,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,1000000.0,2021
OneCard,Pune,Financial,"India's finest and smartest metal credit card, reimagined for the mobile generation.",76000000.0,2021
Doubtnut,Gurgaon,I.T & Engineering,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",30000000.0,2021
Hubhopper,Delhi,Health,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",10.0,2021
Infra.Market,Thane,Construction,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,100000000.0,2021
Comofi Medtech,Bangalore,I.T & Engineering,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",200000.0,2021
Battery Smart,Delhi,Services,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,10.0,2021
Kutuki,Bangalore,I.T & Engineering,Kutuki is a learning platform focused on children between the ages of three and seven.,2000000.0,2021
Onelife,Mumbai,Health,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",10.0,2021
Eupheus,Delhi,I.T & Engineering,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,4000000.0,2021
KreditBee,Bangalore,Financial,KreditBee is an Instant Personal Loan Platform for Young Professionals.,75000000.0,2021
Pencil,Mumbai,Health,Pencil is a content publishing platform that enables writers to publish their work for free.,1000000.0,2021
Aisle,Bangalore,Services,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,10.0,2021
Marquee Equity,Mumbai,Financial,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,3800000.0,2021
UptimeAI,Bangalore,I.T & Engineering,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",1500000.0,2021
WizKlub,Bangalore,I.T & Engineering,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,800000.0,2021
Zolve,Bangalore,Financial,Zolve Innovations operates as a neo-banking startup.,15000000.0,2021
MediBuddy,Bangalore,I.T & Engineering,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",3000000.0,2021
Pariksha,Pune,I.T & Engineering,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2000000.0,2021
Express Stores,Gurgaon,Commerce,Express Stores is a retail and omnichannel startup company,1000000.0,2021
Avataar Ventures,Bangalore,Financial,Avataar Venture Partners is a growth Capital Investment Firm.,100000000.0,2021
Zingbus,Haryana,Logistics & Supply Chain,Zingbus is an emerging brand in the intercity bus services.,10.0,2021
Phable,Bangalore,I.T & Engineering,Mobile App for Patients and Doctors,12000000.0,2021
Codingal,Bangalore,I.T & Engineering,Coding education platform for K-12 students,10.0,2021
Supply6,Bangalore,Health,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,100000.0,2021
Swajal,Gurgaon,Food/Culnary,Swajal uses clean solar energy to purify drinking water at an affordable rate.,1600000.0,2021
BharatPe,Delhi,Financial,BharatPe develops a QR code-based payment app for offline retailers and businesses.,100000000.0,2021
Filo,Delhi,I.T & Engineering,Instant learning platform for students while self study.,260000.0,2021
Method & Madness,Mumbai,Real Estate,Method & Madness Technology operates as a real-estate tech company.,2000000.0,2021
EduFund,Gujarat,Financial,Changing the way Indians evaluate and plan higher education,300000.0,2021
Pepperfry,Mumbai,Commerce,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,30000000.0,2021
Zingavita,Chandigarh,I.T & Engineering,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",400000.0,2021
Hypd Store,Delhi,Commerce,"A shop worthy content platform, personalized!",10.0,2021
VerSe Innovation,Bangalore,Services,Owner of Dailyhunt App and I-Pay,1000000000.0,2021
Supersourcing,Indore,I.T & Engineering,Build your next app or website with our exclusive network of certified IT companies.,200000.0,2021
AutomataPi,Powai,I.T & Engineering,AutomataPi is a next generation cognitive business process automation engine.,400000.0,2021
Newton School,Bangalore,I.T & Engineering,Newton School is a platform to learn and develop skills that you need for your best Tech career.,5000000.0,2021
TenderCuts,Chennai,Food/Culnary,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",15000000.0,2021
Siply,Bangalore,Financial,Siply Services operates as a micro-savings platform.,1000000.0,2021
SarvaGram,Mumbai,Financial,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,10000000.0,2021
Unlu,Gurgaon,Health,Personalised Video Shoutout from top celebrities,1000000.0,2021
GlobalFair,Gurgaon,Financial,One-stop solution for all your procurement needs,2000000.0,2021
Eduvanz,Mumbai,Financial,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",10000000.0,2021
OwO,Gurgaon,Commerce,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",200000.0,2021
Progcap,Delhi,Financial,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,1000000.0,2021
ABL Workspaces,Delhi,Hospitality,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,600000.0,2021
Nazara Technologies,Mumbai,I.T & Engineering,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",10000000.0,2021
Scentials,Mumbai,Health,Scentials is building a unique beauty brands studio platform,6000000.0,2021
SplashLearn,Gurgaon,I.T & Engineering,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,18000000.0,2021
Maya,Bangalore,I.T & Engineering,Maya enables women to keep track of their health via a mobile application.,2200000.0,2021
GoTo,Ghaziabad,Logistics & Supply Chain,Real Time Intercity City Transit Platform For 1.25 Bn People In India,150000.0,2021
MediBuddy,Bangalore,I.T & Engineering,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,40000000.0,2021
Zetwerk,Bangalore,Commerce,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,120000000.0,2021
Remedico,Hyderabad,Health,Remedico is a Mobile healthcare,500000.0,2021
